CustomerID,recency_days,frequency,monetary,r_score,f_score,m_score,segment,segment_group_order
12665,324,1,63.0,1,1,1,Lost,6
17263,208,1,63.440000000000005,1,1,1,Lost,6
13302,155,1,63.75,2,1,1,Lost,6
13130,94,1,64.0,2,1,1,Lost,6
17382,65,1,65.4,3,1,1,New Customers,3
13684,285,1,67.23000000000002,1,1,1,Lost,6
14393,218,1,67.94999999999999,1,1,1,Lost,6
15863,25,2,68.84,4,2,1,New Customers,3
18037,154,6,70.02,2,2,1,About to Sleep,5
17022,31,1,71.0,4,1,1,New Customers,3
13185,267,1,71.4,1,1,1,Lost,6
17747,112,1,71.4,2,1,1,Lost,6
13938,35,1,71.66,3,1,1,New Customers,3
13686,182,1,72.0,1,1,1,Lost,6
17906,247,1,72.9,1,1,1,Lost,6
16171,59,1,73.2,3,1,1,New Customers,3
18032,334,1,73.5,1,1,1,Lost,6
12506,232,1,73.50000000000003,1,1,1,Lost,6
17960,171,1,73.78,2,1,1,Lost,6
18050,359,1,74.4,1,1,1,Lost,6
13095,70,1,74.4,3,1,1,New Customers,3
16468,74,1,74.9,2,1,1,Lost,6
13403,17,1,75.0,4,1,1,New Customers,3
16610,219,1,75.66,1,1,1,Lost,6
17628,81,1,75.75000000000001,2,1,1,Lost,6
17995,281,1,76.1,1,1,1,Lost,6
18113,368,1,76.32000000000001,1,1,1,Lost,6
14090,324,1,76.32000000000001,1,1,1,Lost,6
15668,217,1,76.32000000000001,1,1,1,Lost,6
16148,296,1,76.32000000000001,1,1,1,Lost,6
17536,177,1,76.5,2,1,1,Lost,6
13106,133,1,76.5,2,1,1,Lost,6
14373,358,1,76.55,1,1,1,Lost,6
13992,30,1,76.8,4,1,1,New Customers,3
13132,261,1,77.3,1,1,1,Lost,6
14785,10,2,77.4,5,2,1,New Customers,3
17942,7,1,77.50000000000001,5,1,1,New Customers,3
15753,304,1,79.2,1,1,1,Lost,6
16078,283,1,79.2,1,1,1,Lost,6
13747,373,1,79.6,1,1,1,Lost,6
17752,359,1,80.64,1,1,1,Lost,6
13967,145,1,80.7,2,1,1,Lost,6
16789,8,1,80.8,5,1,1,New Customers,3
18281,180,1,80.82,1,1,1,Lost,6
17620,59,1,81.44,3,1,1,New Customers,3
13006,56,1,81.57,3,1,1,New Customers,3
17309,95,1,82.75,2,1,1,Lost,6
12401,303,1,84.3,1,1,1,Lost,6
13666,60,3,84.65,3,2,1,New Customers,3
13841,252,1,85.0,1,1,1,Lost,6
15729,212,1,85.0,1,1,1,Lost,6
15541,114,1,85.13000000000002,2,1,1,Lost,6
13296,137,1,87.4,2,1,1,Lost,6
15180,367,1,87.5,1,1,1,Lost,6
15083,256,1,88.19999999999999,1,1,1,Lost,6
12353,204,1,89.0,1,1,1,Lost,6
14436,98,1,89.06,2,1,1,Lost,6
12686,371,1,89.14,1,1,1,Lost,6
14760,297,1,89.2,1,1,1,Lost,6
14219,4,1,89.94,5,1,1,New Customers,3
14117,143,1,90.0,2,1,1,Lost,6
16597,4,1,90.04000000000002,5,1,1,New Customers,3
15552,217,1,90.12,1,1,1,Lost,6
16506,19,2,90.30000000000001,4,2,1,New Customers,3
18084,16,1,90.47999999999999,4,1,1,New Customers,3
14353,215,1,90.6,1,1,1,Lost,6
13947,65,1,90.6,3,1,1,New Customers,3
15488,92,1,91.32000000000001,2,1,1,Lost,6
12659,29,1,91.68,4,1,1,New Customers,3
13160,22,1,91.8,4,1,1,New Customers,3
13551,319,1,91.80000000000001,1,1,1,Lost,6
12789,65,1,91.85000000000001,3,1,1,New Customers,3
14054,65,1,92.46,3,1,1,New Customers,3
12821,214,1,92.72,1,1,1,Lost,6
17991,225,2,93.35000000000001,1,2,1,About to Sleep,5
13283,59,2,93.66,3,2,1,New Customers,3
18227,217,1,93.75,1,1,1,Lost,6
15428,15,1,93.78,4,1,1,New Customers,3
15397,289,1,94.0,1,1,1,Lost,6
13651,35,2,94.2,3,2,1,New Customers,3
16387,322,1,94.36,1,1,1,Lost,6
12548,166,1,95.19999999999999,2,1,1,Lost,6
18249,17,1,95.34,4,1,1,New Customers,3
17024,45,3,95.85,3,2,1,New Customers,3
14642,58,1,96.12,3,1,1,New Customers,3
15216,87,1,96.6,2,1,1,Lost,6
17325,280,1,96.8,1,1,1,Lost,6
12984,18,1,97.5,4,1,1,New Customers,3
15422,323,2,97.7,1,2,1,About to Sleep,5
18033,65,1,97.97000000000004,3,1,1,New Customers,3
17895,44,1,97.99999999999997,3,1,1,New Customers,3
17538,25,1,98.42000000000002,4,1,1,New Customers,3
15256,148,1,98.45,2,1,1,Lost,6
17939,159,1,99.14000000000003,2,1,1,Lost,6
13703,318,1,99.5,1,1,1,Lost,6
14371,295,1,100.5,1,1,1,Lost,6
17427,71,1,100.8,3,1,1,New Customers,3
14946,14,1,100.9,4,1,1,New Customers,3
16498,161,2,100.97000000000001,2,2,1,About to Sleep,5
16344,158,1,101.10000000000001,2,1,1,Lost,6
13101,234,1,101.18999999999998,1,1,1,Lost,6
18086,274,1,101.33999999999999,1,1,1,Lost,6
16006,211,1,101.39999999999999,1,1,1,Lost,6
17643,373,1,101.55000000000001,1,1,1,Lost,6
18068,289,1,101.69999999999999,1,1,1,Lost,6
16516,30,1,101.7,4,1,1,New Customers,3
15212,241,1,101.79999999999998,1,1,1,Lost,6
13948,360,1,101.99999999999999,1,1,1,Lost,6
14981,246,1,102.11999999999998,1,1,1,Lost,6
14836,10,3,102.44999999999999,5,2,1,New Customers,3
18011,373,1,102.79,1,1,1,Lost,6
17962,142,1,102.82999999999998,2,1,1,Lost,6
14542,185,1,103.25000000000001,1,1,1,Lost,6
17548,233,1,103.3,1,1,1,Lost,6
18255,89,1,103.3,2,1,1,Lost,6
18174,7,1,104.0,5,1,1,New Customers,3
15958,74,1,104.35,2,1,1,Lost,6
15607,336,1,104.76,1,1,1,Lost,6
14027,60,1,104.82000000000002,3,1,1,New Customers,3
15775,245,1,104.9,1,1,1,Lost,6
16581,182,1,105.84,1,1,1,Lost,6
17791,29,1,106.1,4,1,1,New Customers,3
15070,372,1,106.2,1,1,1,Lost,6
15168,25,1,106.56,4,1,1,New Customers,3
16757,318,1,106.83,1,1,1,Lost,6
15395,325,1,107.45000000000002,1,1,1,Lost,6
16784,19,1,107.6,4,1,1,New Customers,3
14661,26,1,107.95,4,1,1,New Customers,3
12956,306,1,108.07,1,1,1,Lost,6
13226,273,1,108.21000000000001,1,1,1,Lost,6
16106,65,1,108.38,3,1,1,New Customers,3
17639,276,1,108.5,1,1,1,Lost,6
14345,38,1,108.97999999999999,3,1,1,New Customers,3
14699,214,1,109.12999999999998,1,1,1,Lost,6
16363,53,1,109.36000000000001,3,1,1,New Customers,3
13133,273,2,109.8,1,2,1,About to Sleep,5
16339,284,1,109.95000000000002,1,1,1,Lost,6
17836,47,1,110.21,3,1,1,New Customers,3
17746,240,1,110.25000000000001,1,1,1,Lost,6
18277,58,1,110.38,3,1,1,New Customers,3
17901,29,1,110.38000000000001,4,1,1,New Customers,3
16792,282,2,110.38000000000001,1,2,1,About to Sleep,5
12734,352,1,110.39999999999999,1,1,1,Lost,6
14641,21,1,110.46,4,1,1,New Customers,3
16963,187,1,110.55000000000001,1,1,1,Lost,6
17349,179,1,110.75,1,1,1,Lost,6
15853,51,1,110.80000000000001,3,1,1,New Customers,3
15537,163,1,110.92000000000003,2,1,1,Lost,6
13144,332,1,110.94999999999999,1,1,1,Lost,6
13508,243,1,110.97,1,1,1,Lost,6
18120,214,1,111.14999999999999,1,1,1,Lost,6
17887,129,1,111.35,2,1,1,Lost,6
17957,66,1,111.67999999999998,3,1,1,New Customers,3
17274,35,1,111.98000000000002,3,1,1,New Customers,3
12756,86,1,112.08000000000001,2,1,1,Lost,6
17900,190,2,112.19999999999999,1,2,1,About to Sleep,5
17893,225,1,112.25000000000004,1,1,1,Lost,6
14271,225,1,112.32000000000002,1,1,1,Lost,6
17038,30,1,112.40000000000003,4,1,1,New Customers,3
15610,51,1,112.46,3,1,1,New Customers,3
18129,243,1,112.55,1,1,1,Lost,6
13807,367,1,112.6,1,1,1,Lost,6
13161,313,1,112.75,1,1,1,Lost,6
16697,241,1,112.75000000000001,1,1,1,Lost,6
14689,208,1,112.80000000000001,1,1,1,Lost,6
15280,172,1,113.12,2,1,1,Lost,6
16913,290,1,113.44000000000001,1,1,1,Lost,6
18105,37,1,113.48000000000002,3,1,1,New Customers,3
15445,264,1,113.5,1,1,1,Lost,6
17217,234,1,113.5,1,1,1,Lost,6
14457,310,1,113.64,1,1,1,Lost,6
12651,334,1,114.00000000000003,1,1,1,Lost,6
14582,40,1,114.11,3,1,1,New Customers,3
12938,25,1,114.14,4,1,1,New Customers,3
14652,77,1,114.18000000000002,2,1,1,Lost,6
17219,31,1,114.23,4,1,1,New Customers,3
17852,11,2,114.34,5,2,1,New Customers,3
14974,37,1,114.39,3,1,1,New Customers,3
14632,262,1,114.55999999999999,1,1,1,Lost,6
16247,170,1,114.56,2,1,1,Lost,6
13188,11,1,114.60000000000001,5,1,1,New Customers,3
14972,128,1,114.77000000000002,2,1,1,Lost,6
18027,98,1,115.30999999999999,2,1,1,Lost,6
13067,82,1,115.46000000000002,2,1,1,Lost,6
15350,373,1,115.65,1,1,1,Lost,6
14143,133,1,115.8,2,1,1,Lost,6
17601,239,1,116.01,1,1,1,Lost,6
13170,26,1,116.01000000000002,4,1,1,New Customers,3
17117,288,1,116.19999999999997,1,1,1,Lost,6
13877,86,1,117.24000000000001,2,1,1,Lost,6
16959,87,1,117.35000000000001,2,1,1,Lost,6
17654,277,1,117.54999999999998,1,1,1,Lost,6
12929,311,1,117.85000000000001,1,1,1,Lost,6
13193,61,1,117.88000000000001,3,1,1,New Customers,3
13581,309,1,117.99999999999999,1,1,1,Lost,6
14155,266,1,118.75,1,1,1,Lost,6
17079,78,1,118.80000000000001,2,1,1,Lost,6
15843,303,1,118.95,1,1,1,Lost,6
16666,19,1,118.98,4,1,1,New Customers,3
15266,338,1,119.30000000000001,1,1,1,Lost,6
16542,53,1,119.62,3,1,1,New Customers,3
14453,190,1,119.93000000000002,1,1,1,Lost,6
14259,141,1,120.0,2,1,1,Lost,6
14314,106,1,120.0,2,1,1,Lost,6
18015,4,1,120.03,5,1,1,New Customers,3
17446,176,2,120.9,2,2,1,About to Sleep,5
13002,318,1,120.94999999999999,1,1,1,Lost,6
15512,155,2,121.0,2,2,1,About to Sleep,5
15049,273,1,121.17000000000002,1,1,1,Lost,6
13182,45,1,121.17999999999999,3,1,1,New Customers,3
13244,92,1,121.74000000000001,2,1,1,Lost,6
18018,108,2,122.13999999999999,2,2,1,About to Sleep,5
16073,297,1,122.39999999999999,1,1,1,Lost,6
14076,129,1,122.46999999999997,2,1,1,Lost,6
14165,275,1,122.53999999999999,1,1,1,Lost,6
13638,15,1,122.64000000000001,4,1,1,New Customers,3
13876,63,1,122.69999999999999,3,1,1,New Customers,3
14413,362,1,122.7,1,1,1,Lost,6
13519,78,1,122.75,2,1,1,Lost,6
17967,371,1,123.07000000000002,1,1,1,Lost,6
15917,247,1,123.10000000000001,1,1,1,Lost,6
16658,368,1,123.24,1,1,1,Lost,6
14495,50,2,123.8,3,2,1,New Customers,3
16569,3,1,124.2,5,1,1,New Customers,3
16849,186,1,124.57,1,1,1,Lost,6
17148,51,1,124.88,3,1,1,New Customers,3
12531,14,1,125.22,4,1,1,New Customers,3
15017,33,1,125.58000000000003,3,1,1,New Customers,3
14890,253,1,125.65,1,1,1,Lost,6
14861,52,1,125.79000000000002,3,1,1,New Customers,3
13522,30,1,125.80000000000001,4,1,1,New Customers,3
12814,101,1,125.92,2,1,1,Lost,6
16988,5,1,126.12,5,1,1,New Customers,3
15463,29,1,126.14,4,1,1,New Customers,3
16414,21,2,126.25,4,2,1,New Customers,3
14962,270,1,126.70000000000002,1,1,1,Lost,6
15923,372,1,127.08000000000003,1,1,1,Lost,6
15578,162,1,127.1,2,1,1,Lost,6
13781,250,1,127.84000000000002,1,1,1,Lost,6
17359,11,1,127.85999999999999,5,1,1,New Customers,3
15543,288,1,127.85999999999999,1,1,1,Lost,6
16828,93,2,128.5,2,2,1,About to Sleep,5
16623,245,1,129.45,1,1,1,Lost,6
16611,186,1,129.49,1,1,1,Lost,6
16679,366,1,129.75,1,1,1,Lost,6
15844,46,1,130.74,3,1,1,New Customers,3
14795,166,1,131.45,2,1,1,Lost,6
17455,203,1,131.7,1,1,1,Lost,6
17297,17,1,131.78000000000006,4,1,1,New Customers,3
14438,306,1,131.9,1,1,1,Lost,6
17785,53,1,131.94000000000003,3,1,1,New Customers,3
17647,65,1,133.06,3,1,1,New Customers,3
15709,283,1,133.25,1,1,1,Lost,6
17881,304,1,133.35000000000002,1,1,1,Lost,6
12445,22,1,133.4,4,1,1,New Customers,3
14349,10,1,133.50000000000006,5,1,1,New Customers,3
16424,191,1,133.56,1,1,1,Lost,6
14280,196,1,134.04,1,1,1,Lost,6
12837,173,1,134.1,2,1,1,Lost,6
14174,33,1,134.46,3,1,1,New Customers,3
15562,351,1,134.55,1,1,1,Lost,6
14340,218,1,134.7,1,1,1,Lost,6
16055,220,1,134.8,1,1,1,Lost,6
13364,71,1,134.96,2,1,1,Lost,6
12851,96,1,135.17999999999995,2,1,1,Lost,6
15276,66,1,135.31000000000003,3,1,1,New Customers,3
16665,362,1,135.4,1,1,1,Lost,6
15174,322,1,135.75,1,1,1,Lost,6
16114,170,1,135.75000000000003,2,1,1,Lost,6
15419,24,1,135.86,4,1,1,New Customers,3
14889,336,1,135.9,1,1,1,Lost,6
15042,199,1,135.93,1,1,1,Lost,6
12968,112,1,135.95,2,1,1,Lost,6
16462,73,3,136.0,2,2,1,About to Sleep,5
17972,241,1,136.04,1,1,1,Lost,6
14247,278,1,136.77,1,1,1,Lost,6
15691,252,1,136.8,1,1,1,Lost,6
17468,10,2,137.0,5,2,1,New Customers,3
14483,281,1,137.10000000000002,1,1,1,Lost,6
15836,50,1,137.37,3,1,1,New Customers,3
17709,169,1,137.45,2,1,1,Lost,6
13279,78,1,137.75,2,1,1,Lost,6
16050,173,1,137.9,2,1,1,Lost,6
12512,66,2,138.03000000000006,3,2,1,New Customers,3
15663,106,1,138.14000000000001,2,1,1,Lost,6
13716,269,1,138.28,1,1,1,Lost,6
17122,119,1,138.32,2,1,1,Lost,6
14581,16,1,138.6,4,1,1,New Customers,3
12902,264,1,138.68,1,1,1,Lost,6
13273,113,1,138.97999999999996,2,1,1,Lost,6
15135,239,1,139.04999999999998,1,1,1,Lost,6
18209,28,1,139.10000000000002,4,1,1,New Customers,3
14772,112,1,139.26,2,1,1,Lost,6
17718,232,1,139.35,1,1,1,Lost,6
16483,192,1,139.35000000000002,1,1,1,Lost,6
14494,25,1,139.56,4,1,1,New Customers,3
13483,65,1,140.34000000000003,3,1,1,New Customers,3
15388,270,1,140.54,1,1,1,Lost,6
14041,266,1,141.41,1,1,1,Lost,6
13561,215,1,141.86,1,1,1,Lost,6
14386,296,1,142.4,1,1,1,Lost,6
13584,306,1,142.40000000000003,1,1,1,Lost,6
13299,268,1,142.5,1,1,1,Lost,6
16287,169,1,142.5,2,1,1,Lost,6
15705,201,1,143.10000000000002,1,1,1,Lost,6
17578,218,1,143.45999999999998,1,1,1,Lost,6
17186,46,2,144.0,3,2,1,New Customers,3
12587,7,1,144.0,5,1,1,New Customers,3
14109,72,1,144.2,2,1,1,Lost,6
12974,197,1,144.8,1,1,1,Lost,6
16852,10,2,144.91000000000003,5,2,1,New Customers,3
17524,361,1,145.0,1,1,1,Lost,6
16598,285,1,145.05,1,1,1,Lost,6
15937,64,1,145.35,3,1,1,New Customers,3
13866,74,1,145.67,2,1,1,Lost,6
17935,138,2,145.79,2,2,1,About to Sleep,5
12565,288,1,145.92,1,1,1,Lost,6
16893,366,1,145.93000000000004,1,1,1,Lost,6
14238,326,1,146.85,1,1,1,Lost,6
17030,63,1,146.87,3,1,1,New Customers,3
15503,362,1,147.09000000000003,1,1,1,Lost,6
12864,138,1,147.12,2,1,1,Lost,6
14037,176,2,147.20000000000005,2,2,1,About to Sleep,5
14098,36,1,147.34999999999997,3,1,1,New Customers,3
14968,30,1,147.59,4,1,1,New Customers,3
17859,304,1,148.21,1,1,1,Lost,6
15526,33,2,148.44,3,2,1,New Customers,3
17549,23,2,148.85999999999999,4,2,1,New Customers,3
13003,105,3,149.05,2,2,1,About to Sleep,5
15435,22,1,149.29000000000005,4,1,1,New Customers,3
15748,40,1,149.30999999999995,3,1,1,New Customers,3
18262,140,1,149.48,2,1,1,Lost,6
17946,233,2,149.57999999999998,1,2,1,About to Sleep,5
15869,277,2,149.64,1,2,1,About to Sleep,5
17234,182,1,149.89,1,1,1,Lost,6
15717,234,1,150.3,1,1,1,Lost,6
14073,32,1,151.04,4,1,1,New Customers,3
16337,36,1,151.05,3,1,1,New Customers,3
13697,38,1,151.3,3,1,1,New Customers,3
16461,177,1,151.42,2,1,1,Lost,6
13462,252,1,151.5,1,1,1,Lost,6
14208,94,1,151.73999999999998,2,1,1,Lost,6
16412,53,1,151.83,3,1,1,New Customers,3
16617,235,1,151.85000000000002,1,1,1,Lost,6
17898,85,2,152.05999999999997,2,2,1,About to Sleep,5
14039,33,1,152.2,3,1,1,New Customers,3
13514,73,1,152.20000000000002,2,1,1,Lost,6
17707,185,2,152.4,1,2,1,About to Sleep,5
14066,266,1,152.55,1,1,1,Lost,6
18138,295,1,152.65,1,1,1,Lost,6
17984,145,1,152.68000000000006,2,1,1,Lost,6
16248,61,1,152.94,3,1,1,New Customers,3
17714,320,1,153.0,1,1,1,Lost,6
12602,58,1,153.12000000000003,3,1,1,New Customers,3
16351,332,1,153.9,1,1,1,Lost,6
17286,21,1,153.92000000000004,4,1,1,New Customers,3
17517,308,1,153.94,1,1,1,Lost,6
15226,310,1,154.41,1,1,1,Lost,6
17026,185,2,154.82999999999998,1,2,1,About to Sleep,5
15740,49,1,154.88000000000002,3,1,1,New Customers,3
17698,260,1,154.95000000000002,1,1,1,Lost,6
14046,284,1,154.98999999999998,1,1,1,Lost,6
14368,319,1,155.00000000000003,1,1,1,Lost,6
13809,305,1,155.05,1,1,1,Lost,6
15447,330,1,155.17,1,1,1,Lost,6
16720,26,1,155.23999999999998,4,1,1,New Customers,3
12738,372,1,155.35,1,1,1,Lost,6
17832,49,1,155.3700000000001,3,1,1,New Customers,3
14813,369,2,155.43,1,2,1,About to Sleep,5
17899,159,1,155.79999999999998,2,1,1,Lost,6
17871,204,1,155.89999999999998,1,1,1,Lost,6
13898,325,1,155.93,1,1,1,Lost,6
15263,106,1,156.50999999999996,2,1,1,Lost,6
15438,131,1,156.57999999999998,2,1,1,Lost,6
14406,119,1,156.75,2,1,1,Lost,6
15007,159,1,156.91000000000003,2,1,1,Lost,6
17118,317,1,157.02,1,1,1,Lost,6
14585,50,1,157.05,3,1,1,New Customers,3
17128,334,1,157.09,1,1,1,Lost,6
14148,233,1,157.2,1,1,1,Lost,6
14799,51,1,157.7,3,1,1,New Customers,3
17556,205,1,157.9,1,1,1,Lost,6
15988,19,1,158.03000000000003,4,1,1,New Customers,3
15348,72,1,158.03999999999996,2,1,1,Lost,6
15160,357,1,158.16000000000003,1,1,1,Lost,6
17165,284,1,158.68,1,1,1,Lost,6
13937,169,1,158.85,2,1,1,Lost,6
18224,263,1,158.95000000000002,1,1,1,Lost,6
16213,78,1,159.0,2,1,1,Lost,6
13420,149,2,159.85,2,2,1,About to Sleep,5
12966,9,1,160.18,5,1,1,New Customers,3
14714,24,1,160.19,4,1,1,New Customers,3
18146,140,2,160.35000000000002,2,2,1,About to Sleep,5
18203,157,1,160.42000000000002,2,1,1,Lost,6
12573,227,1,160.54,1,1,1,Lost,6
17344,46,1,160.56999999999994,3,1,1,New Customers,3
15852,186,2,160.71,1,2,1,About to Sleep,5
13229,225,1,160.95,1,1,1,Lost,6
14089,56,1,161.0,3,1,1,New Customers,3
14237,373,1,161.00000000000003,1,1,1,Lost,6
14204,2,1,161.02999999999997,5,1,1,New Customers,3
14362,22,1,161.20000000000002,4,1,1,New Customers,3
16113,183,1,161.38000000000002,1,1,1,Lost,6
15458,25,1,161.64,4,1,1,New Customers,3
17600,17,1,161.67000000000002,4,1,1,New Customers,3
16932,53,1,161.94,3,1,1,New Customers,3
15325,103,1,162.2899999999999,2,1,1,Lost,6
15733,282,1,162.3,1,1,1,Lost,6
16517,277,1,162.70000000000005,1,1,1,Lost,6
15167,320,1,162.99999999999997,1,1,1,Lost,6
16406,18,1,163.07,4,1,1,New Customers,3
13223,200,2,163.20000000000002,1,2,1,About to Sleep,5
17110,165,1,163.29999999999998,2,1,1,Lost,6
14354,5,2,163.62,5,2,1,New Customers,3
18200,106,1,163.8,2,1,1,Lost,6
12920,17,1,164.23000000000002,4,1,1,New Customers,3
13603,26,1,164.34,4,1,1,New Customers,3
17535,280,1,164.39999999999998,1,1,1,Lost,6
15904,8,1,164.67999999999998,5,1,1,New Customers,3
15316,326,1,165.0,1,1,1,Lost,6
13470,99,2,165.0,2,2,1,About to Sleep,5
18042,53,1,165.04999999999998,3,1,1,New Customers,3
14552,151,1,165.07000000000005,2,1,1,Lost,6
14485,38,1,165.75000000000003,3,1,1,New Customers,3
12817,281,1,166.04,1,1,1,Lost,6
17650,21,1,166.07999999999998,4,1,1,New Customers,3
14295,40,1,166.2,3,1,1,New Customers,3
18014,28,1,166.42000000000002,4,1,1,New Customers,3
16405,302,2,167.25,1,2,1,About to Sleep,5
15920,154,4,167.5,2,2,1,About to Sleep,5
16952,109,2,167.61,2,2,1,About to Sleep,5
17561,19,1,167.61999999999998,4,1,1,New Customers,3
18088,61,1,167.66999999999996,3,1,1,New Customers,3
12551,357,1,168.0,1,1,1,Lost,6
15374,128,1,168.0,2,1,1,Lost,6
15986,30,1,168.12,4,1,1,New Customers,3
17737,9,2,168.24,5,2,1,New Customers,3
16282,339,1,168.3,1,1,1,Lost,6
15888,80,1,168.31,2,1,1,Lost,6
18099,127,1,168.31000000000003,2,1,1,Lost,6
17367,238,1,168.4,1,1,1,Lost,6
18269,366,1,168.6,1,1,1,Lost,6
14578,3,1,168.63,5,1,1,New Customers,3
12367,4,1,168.9,5,1,1,New Customers,3
18004,362,1,169.46999999999997,1,1,1,Lost,6
14218,42,1,169.48000000000002,3,1,1,New Customers,3
13962,21,2,169.55,4,2,1,New Customers,3
16921,61,1,169.79000000000005,3,1,1,New Customers,3
15016,172,1,170.04,2,1,1,Lost,6
18058,9,1,170.16,5,1,1,New Customers,3
14860,19,1,170.32000000000002,4,1,1,New Customers,3
17542,269,1,170.75,1,1,1,Lost,6
15432,23,1,171.19,4,1,1,New Customers,3
17245,204,1,171.45,1,1,1,Lost,6
16773,57,1,171.59,3,1,1,New Customers,3
14536,259,1,171.8,1,1,1,Lost,6
12442,3,1,172.06,5,1,1,New Customers,3
13922,351,1,172.24999999999997,1,1,1,Lost,6
13690,59,1,172.25,3,1,1,New Customers,3
18048,203,2,172.29000000000002,1,2,1,About to Sleep,5
14693,264,1,172.9,1,1,1,Lost,6
15670,296,1,173.05,1,1,1,Lost,6
15565,50,2,173.16000000000003,3,2,1,New Customers,3
12441,366,1,173.55,1,1,1,Lost,6
16565,364,1,173.7,1,1,1,Lost,6
14798,52,3,173.74,3,2,1,New Customers,3
16861,59,2,173.76,3,2,1,New Customers,3
18278,73,1,173.89999999999998,2,1,1,Lost,6
15335,53,1,173.97000000000003,3,1,1,New Customers,3
14518,64,1,174.37,3,1,1,New Customers,3
13560,7,1,174.37000000000003,5,1,1,New Customers,3
14355,365,1,174.4,1,1,1,Lost,6
18010,256,1,174.79999999999998,1,1,1,Lost,6
16144,246,1,175.2,1,1,1,Lost,6
17331,123,1,175.2,2,1,1,Lost,6
17582,236,1,175.27,1,1,1,Lost,6
18274,30,1,175.92000000000002,4,1,1,New Customers,3
12509,284,1,176.5,1,1,1,Lost,6
14287,8,3,176.63,5,2,1,New Customers,3
17947,37,1,176.68,3,1,1,New Customers,3
12923,64,1,176.97,3,1,1,New Customers,3
13072,266,1,177.14999999999998,1,1,1,Lost,6
12618,21,1,177.31,4,1,1,New Customers,3
13618,173,1,177.34000000000003,2,1,1,Lost,6
16403,312,1,177.5,1,1,1,Lost,6
18282,7,2,178.05,5,2,1,New Customers,3
17356,311,1,178.21999999999997,1,1,1,Lost,6
17253,18,1,178.26,4,1,1,New Customers,3
17879,173,1,178.51999999999998,2,1,1,Lost,6
13778,103,1,178.7,2,1,1,Lost,6
15262,323,1,178.95000000000002,1,1,1,Lost,6
16620,3,2,178.96,5,2,1,New Customers,3
15139,239,2,178.96000000000004,1,2,1,About to Sleep,5
16990,218,1,179.0,1,1,1,Lost,6
14705,198,1,179.0,1,1,1,Lost,6
15454,362,1,179.10000000000002,1,1,1,Lost,6
